publication_code,issue_id,item_id,newspaper_title,data_provider,date,year,month,day,location,word_count,ocrquality,political_leaning_label,price_label,text
3061,320,art0042,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1880-03-20,1880,3,20,"Brighouse, West Yorkshire, England",3004,0.9853,liberal,1d,"CHURCH OF ENGLAND TEMPERANCE  SOCIETY. ANNUAL MEETING.  On Tuesday evening the annual public meeting of the Brighouse Branch of the above society took place in the Town Hall, at which there was an exceedingly good attendance. Mr. S. H. BYRNE, the president, occupied the chair, and he was supported On the platform by the following gentlemen—Rev. W. G. Petherick. rector of St. Bartholomew's, Manchester; Rev. G. Oldacres, vicar of Illingworth ; Rev. W. J. Brookes, Halifax; Rev. B. Wilson, Battyeford ; Rev. C. M. Hesilrige. Clifton; and Messrs. A. D. Brunton. R. Woodhouse, and J. Broughton. The meeting was commenced by the singing of the hymn beginning with the words ""What has brought us here together ? "" whin& was followed by prayer by the Rev. G, Oldacres. The Chairman read letters of apology for nonattendance from Mr. Geo. J. Armytage, Clifton Woodhead ; Rev. T. King. vicar of Hartshead ; Rev. J. Trower, curate of Halifax Parish Church ; and Rev. Mr. Holmes, All Souls, Halifax; Mr. Byrne also received a kind letter from the Rev. R. 0-. Irving. incumbent of Rastrick, who was unable to be present, but who heartily sympathises with the movement, intimating that he intends shortly to form a branch of the Church of England Temper.. ance Society at Rastrick. Mr. RICHARD WOODHOUSE, secretary, read the report, as follows—  The Committee in presenting this, the Third Annual Report of the Brighouse Branch of the Church of England Temperance Society, would draw the attention of the members to the fact, that although progress has been made this year it has not been at the rate they had pleasure to report last year. This may be owing, in a great measure, to the loss of our energetic president, who did so much to further the progress of the Society; but fearing it may also be due in some measure to want of earnestness on the part of the members, your committee press upon you all to redouble your energies during the ensuing year, in furthering the objects and promoting the progress of the Society. The total number of members now on the books is 177, of whom 108 are total abstainers and 69 non-abstainers. Since last year 25 new members have been enrolled and 20 members have left; of these 9 have left Brighouse and 11 have broken their pledges. The attendance and interest at the ordinary monthly meetings have been well maintained, the average attendance during the year, at each meeting, being about 90 in the summer months and 110 in the winter months. Our thanks are due to the Revs. G. Oldacres, C. Edwards, H. M. Holden, J. Trower, W. J. Brookes, and Mr. S. Atkinson, for their interesting addresses. Your Committee would here note that they are aware that many members rarely, if ever, attend these meetings, and would desire such to make it a point of duty to endeavour to attend as often as possible, as such attendance will promote the welfare of the Society, and strengthen themselves in the cause. Our Annual Public Meeting. held in the Town Hall on the 19th of March last year, was well attended, and ably addressed by the Rev. J. Ingham Brooke. rector of Thornhill, and Rural Dean: and the Rev. 0. Cookson, Chaplain of Her Majesty's Prison, Leeds. To these gentlemen we tender our grateful thanks. Most of the members will have pleasurable recollections of our Festival Service, held in the Parish Church, Sept. 22rd, last year, when the Rev. Dr. Rice, of Bradford, preached, and the Revs. W. Booker, G. Oldacres, and R. G Irving read the prayers and lessons, and the musical part of the service was well rendered by the united choirs of the Parish and St. James's Churches. The net proceeds of the collection, amounting to £6 15s. Od., were handed over to the Diocesan Society. A petition to the House of Commons, signed by most of our members and others in favour of the total closing of public-houses on Sundays, was presented by Sir M. Wilson, Bart., M.P. _ _ _  The total receipts during the year have been £.26 4s. 3d., and the expenditure £32 ss. 3d„ showing a balance dne to the treasurer of 1,6 Is. 04—not a satisfactory state of things. Most of this expenditure is for temperance literature for distribution among members and others. As there are many people in the neighbourhood who wish the cause of sobriety God speed, but who object to join any society, the Committee think such might be solicited to assist in furthering so laudable an object by contributing to the funds of the Society.  It is with sincere pleasure and satisfaction that we are now able to report the formation of a Juvenile Branch, or Band of Hope. One of the rtles of the Society, as established in 1877, states that"" A band of hope shall be worked In connection with the Society, "" but hitherto the way had not been clearly seen to establish one. On the 24th of January last an inaugural meeting was held in the National Sthool, when the Rev. J. Trower, of Halifax, attended with about 20 children of the Halifax Parish Church Band of Hope. The meeting was addressed by the Rev. J. Trower, and Messrs. S. H. Byrne and J. Broughton, and enlivened by recitations and dialogues by the children, and with glees by the Brighouse Parish Church Choir. The result of the meeting was the enrolment of 140 children. On Tuesday the 17th February, the first monthly meeting was held, at which 14 names were added. A separate Committee—on which are several ladies—has been formed, and there seems to be every probability of having a very successful branch of Juvenile abstainers and a most valuable adjunct to the Adult Section. The CHAIRMAN said the balance-sheet referred to in the report was not favourable, as the secretary had said, and he thought they should have made an effort before this to put it on the right side. Their society had hitherto had a clergyman to preside over the annual meeting, besides the presence of clergymen also on the platform, but still he thought that a layman might say what good their society was doing in the neighbourhood (hear, hear). In this town there were sad cases of drunkenness. It was pitiable to look upon young people and men and women who were victims to this evil. Their society was not a political society. Now many societies were looked at politically and they had to complain against a disease which had been growing during many Parliaments, and the British public would have to go on and create that ""public opinion"" which they were told could alone alter things. The Church of England Temperance Society consisted not only of total abstainers, but also of those who were endeavouring to do something for the suppression of the vice of drunkenness. The requisition to the chairman of the Local Board asking him to call a public meeting for the establishment of a cocoa house in the town indica ted that the public were desirous of having something to stem the flood of intemperance. He wished also to refer to Sunday Closing, and when he told them that three times as many people in Brighouse signed the petition in favour of it as those who were against it and neutral, they would again agree that the people were in favour of something to suppress intemperance. When public houses were established they were quite right, and in the respect as a place for baiting during the old mode of locomotion they did a right work. He urged them to try to inculcate on the youths and young women habits of temperance and thus raise them in the social scale. He wanted to see the time when a man's greatest happiness would not consist in' getting a friend to pay for quarts or gallons of ale. He had seen places where it was not done, and he did not see why it shoqld uot be done here. • It was pitiable indeed to see a big powerful man enter the public house to spend.his last 6d. or 3d. He wanted to see the time when the people would be well clothed and well homed in roomy houses (applause). The Rev. G.'OLDACRES (who was received with  loud cheers) said it was a pleasure to him to be there that night that he might give thern an encouraging word. He did not think it was any matter of regret that they had only a slight increase during the year, neither did he think that a Brighouse audience would allow the slight deficit to remain against the sopiety. He considered that they had accomplished something during the year which they might congratulate themselves on, and that was the establishment of a juvenile branch, and it was a matter also of congratulation that they had enrolled 140 children with the full consent of their parents. He had heard that evening that they now had 170 members in the branch. They were assured of something like sobriety in the future by the abstinence of the children. If there were any consciencious people there he doubted not that they might conscientiously join their society. He considered that the whole matter was contained in one of the verses they had sung that evening—  We are met to help each other Forward in a noble race We have need of one another, Hand in hand, and face to face.  He urged them to come forward and help in the work, and they would have influence in inducing others to come who now held aloof. He moved that the report be adopted, printed, and circulated. He had heard people say—and that quite recently—that they were sick of hearing about temperance; he had replied—"" Yes and we are sick of intemperance"" (hear, hear, and loud applause).  Mr. 'WILLIAM BROOKE, J.P., Honley, in seconding tho proposition, said he had come that evening more to take a leaf from their book than to give-them advice. He would tell them without any flattery that he went away from one of the meetings convinced that they were carrying on their work on a thorough Christian principle. They heard the publicans, who were such a mighty power in the land— but he did not wish to tread on their toes—and the brewers say that their business was being meddled with. They were told that they were very intemperate advocates of temperance; they were told they were trying to rob the poor man of his beer, and that they were interfering with a man's liberty. They were called fanatics. He should like those people who called them fanatics to see some of the sights he saw. He would like those people to go with him and visit a person he knew who was dying of a galloping consumption through drink. Let those who called them fanatics come with him to the magistrates' office and see the young men brought there who a few years before were innocent at their mothers' knees. And let them see a thinly. clad, sickly-looking young woman with a babe at her breast waiting outside tile dock for a hardened young man who was there for drunkenness • and let them see the poor wife manage to scrape together the 18s. 6d. he had been fined. Was that 'fanaticism? This was a case he had noted himself only last week. What should they do, and what could they do to remedy this evil He must say that the time must soon come when public opinion must have some weight in the Licensing Laws of this land, though it was a difficult point to deal with. It was their duty—whatever be their polities—to educate that public opinion. They might reasonably expect, too, some alterations with regard to Sunday Closing (heat., hear, and applause) and the grocers' licenses. He thought there should be some means of gradually reducing the publichouses, but this would require an alteration in the law, as under the existing regulations the landlord of a house could simply keep changing his tenant in a disreputable house and he complied with the law and no one could close the house. He knew that many publicans favoured Sunday Closing. It was, however, a satisfactory thing for them to have counteracting influences—• and he was pleased to observe they had a flourishing cocoa-house at Brighouse—but the best counteracting influence he knew was a comfortable and happy home. It was also somewhat satisfactory to learn that the Excise revenue had fallen short of the Chancellor of the Exchequer's estimate by £1,500,000. That encouraged them in their work. In referring to his personal experience as a teetotaller Mr. Brooke said he believed he had been better during the past four years as a total abstainer than he previously had been. It would not do their health any harm. As to the poor drunkard let them.speak kindly for him. Some of them knew little of the terrible temptations some men had to go through. Let the young men present band themselves together to help forward their cause. His opinion of magistrates at the present day was that public opinion was telling its tale. But whether they were magistrates or not they had all a work to do, and let them do it for Christ's sake (loud applause). The Chairman put the motion to the meeting and it was approved.  The Rev. BENJAMIN WILSON, Battyeford. moved ""That this meeting, while acknowledging with thankfulness the success that has attended the past labours of the Church of England Temperance Society throughout the country, realises the need of renewed effort in the future, and pledges itself earnestly to support the society as a valuable organisation for the suppression of the sin of intemperance and the promotion of true temperance."" He would wish also to remark that he should like to see all the clergy, from the bishops downwards, total abstainers.  The Rev. G. W. PETHERICIC seconded the motion, and remarked that he was present at the first meeting of the Church of England Temperance Society, and he was one of the first secretaries chosen. Its success had been quite remarkable. They now had four bishops among their number, and they all agreed that they could do more work than they could when they were moderators. It was even becoming fashionable to be teetotal—it had reached even royalty itself, as the Princess Louise was in their ranks (applause). Canon Wilberforce joined them as a moderator and was now in the front ranks. Canon Farrar also joined as a moderator, and was now a staunch member. If they were to raise the fallen by help. it was a grand reason for them to be teetotallers. He wished that every man and woman in that room would join them that night. They were doing a good thing by having branches in every village. Drunkenness was a bane; it kept people from the church and it ruined homes. He was very pleased to see some boys and girls present, and he was glad to hear that they had got a juvenile branch in their midst. He had been a teetotaller 25 years, an anecdote related by Mr. Gough had been the means of his taking to total abstinence. _  The motion was put- to the meeting and heartily approved. A vote of thanks to the speakers was warmly accorded on the motion of Mr. JOHN BROUGHTON, seconded by the Rev. W. J. BROOKES, Halifax.  A similar compliment was paid the Chairman on the motion of Mr. Wm. BRooKs, seconded by the Rev. G. OLDACRES.  The concluding hymn—"" On our way rejoicing"" was then sung, after which the Rev. Mr. OLDICRES pronounced the benediction.  WAKEFIELD CATTLE MARKET.—Wednesday. There were 1500 fat beasts on offer this morning, or ten more than last week. A large proportion of the stock consisted of North country animals in prime condition, also five pens of choice Lincolnshire beasts, ten pens of Irish cattle, and six pens of foreign stock. Some of the Irish and foreign animals were not in very good condition. There was a large attendance of buyers. The beef trade ruled brisk at fully last week's prices, and in some instances dealers obtained a slight advance on last Wednesday's quotations. The best beef sold at from 80. to 80., secondary qualities Bd., and rough beasts made about 70. per lb. There were 4600 sheep on offer, and although this number far exceeded the supply at the two previous markets, prices had an upward tendency, and a buyer stated that he had not known mutton so dear for the past seven years. The same gentleman also stated that the supply of sheep in this country at the present time is very light, and he firmly predicted that the unusually high prices now current will be maintained for some time to come. Sheep in wool sold at from 9d. to mid. per pound, and in some cases dealers obtained 104 d. There was a large number of clipped or shorn sheep, which sold at from 70. to 80. per pound. A few very fine south country lambs were on offer, and they changed hands at unusually high prices. Six hundred and fifty pigs were penned, and trade in this department was much brisker than for a long time past, at the follbwing quotations :—Small pigs, 20s. to 265. each; strong stores, 50s. to 60s. each; and fat pigs, 7s. to Bs. per stone. About 200 lean beasts and mulch cows were penned, but, buyers being scarce, trade ruled heavy. Lean beasts sold at from as to 4114 each, and much beasts at £l4 to £27 10s. per head. A small show of calves, and little doing in veal at late rates. "
3061,703,art0039,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1880-07-03,1880,7,3,"Brighouse, West Yorkshire, England",54,0.9502,liberal,1d,CRICKET.  45tr We should be glad if Secretaries of Cricket Clubs would send the account of Matches as early in the week as possible to the Gazette office. Notices of the fixtures of Matches are published in the Friday's edition for the following Saturday; secretaries should forward a Card of Matches to Gazette office. 
3061,814,art0033,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1880-08-14,1880,8,14,"Brighouse, West Yorkshire, England",1,1.0,liberal,1d,A 
3061,1002,art0003,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1880-10-02,1880,10,2,"Brighouse, West Yorkshire, England",400,0.9759,liberal,1d,"3rublie Ratites.  ROOM AND POWER TO LET, with immediate possession. One Room 42 yards by 14 yards within, and lighted from the roof. Also One Room (Ground Floor) 32 yards by 14 yards, will be to Let 25th March, 18'31. For further particulars apply to James Wood Brothers, Grove Mills, Brighouse.  BRIGHOUSE AND RASTRICK LIBERAL CLUB. THE RASTRICK BRANCFI of the above Club will be opened on Saturday, October 2nd, by Mr. John Snowden, of Halifax. A Knife and Fork Tea will be provided at the house of Mrs. Sutcliffe, George Inn. Tea on the tables at 5 o'clock, after which a Public Meeting and Entertainment will be held at the above place. Chair to be taken at 7 o'clock by Mr. John Taylor, Tickets for Tea Is. 6d. each, may be had of Mrs. Sutcliffe, Messrs. M. Shaw, New Road; R. Redf earn, Church Street; J. R. Firth, Brighouse Fields; A. Helliwell, Cliffe End; A. & W. Morrell, Brighouse; the Club Keepers, and Members of the Committee.  FREEHOLD ESTATE IN TOOTHILL BANK AND OGDEN LANE, IN RASTRICK. TO BE SOLD BY PRIVATE CONTRACT. 1. The House used as an Inn, called the DELVERS' ARMS, adjoining Toothill Bank Road, with the Yard, Stabl6, and Outbuildings occupied therewith, and the Reservoir and Water Rights appurtenant thereto, and about an Acre of Land in rear of the said premises. 2. The Large Plot of BUILDING LAND lying to the North of the said Inn. This has been laid out by Messrs. James Fox and Sons, of Leeds, and a plan is in the possession of Mr. John Taylor. The lots may be re-arranged to accommodate purchasers. 2. The Small Plot of VACANT LAND and FOUR DWELLING- DOU SES, situate between Toothill Bank Road on the West. and an occupation lane on the East, near to the Delvers' Arms, on the North. 4. The HOUSE, BUTCHER'S SHOP, and LAITHE, standing on plots fronting to Toothill Bank Road, to the South of the Public Troughs.—For particulars, and to inspect the plan, apply to Mr. JOHN TAYLOR, Clough House, Rastrick.  THE RAILWAY GUIDES,  ON SALE AT THE "" GAZETTE "" OFFICE, including  Bradshaw's Sixpenny, ' Bradshaw's Threepenny,  Denton's,  Wards,  Yorkshire, Huddersfield and West Riding, &c.,, Halifax Local Railway, &c.  Orders for delivery of Railway Guides promptly  attended to. A. B. BAYES, "" GAZETTE "" OFFICE, BRIGHOUSE.  EVERY ONE SHOULD READ THE "
3061,314,art0053,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1891-03-14,1891,3,14,"Brighouse, West Yorkshire, England",460,0.9694,liberal,½ d<SEP>1d,"House of Commons.—Friday.  LOI4DON RAILWAY SCHEMES. After the second reading of the City and South London Railway Bill, Mr. T. H. Bolton moved an instruction to the committee to insert clauses providing tither for the payment to the local authority Of a royalty or share of earnirgs, or for specially reduced fares in certain trains uetween hours most Convenient for the working classes and for clerks and others engaged in business.—Mr. Corytney deprecated tying the hands of the committee by the proposed instruction, which was negatived on a division by 111 against 71. RAILWAY RATES AND CHAUGES. On the second reading of the first zeries of nine Railway Rates and Charges Provisional Order Bills, Mr. P. Stanhope moved an amendment declining to proceed with the consideration of a scheme for the revision of railway rates which was based upon the full recognition of the legality of station terminal charges, with respect to which the Standing Committee on Trade expressly refrained from formu lating any opinion. Mr. Winterbotham seconded the aim ndment, especially complaining of the burden which the new rates would impose upon agriculturists. Sir M. Hicks Bt'ach, who warmly eulogised the patience and ability displayed by Lord Balfour of Burleigh and Mr. Courtenay Boyle, in the prolonged inquiry which they had conducted, pointed out that the Board of Trade had considerably increased the obligations and limited the maximum rates of the railway companies, and that if any ground for complaint still existed it would be considered by :he joint committee to which he proposed to refer the various bills. With regard to station terminals, they were already charged by the railway companies, and as the condition of their being recognised by the Board of Trade he had considerably reduced the maximum conveyance rates. He asked the House, in the interests of traders and agriculturists. as well as of the railway companies, to proceed with these bills in order that the question might be definitely settled by the present Parliament. The debate was continued by Mr. M‘Laren, Mr. Barclay, Sir R. Paget, Mr. Chaplin, and others; and eventually, Sir M. Hicks Beach *having hit imated that the opposition to various proposals in the bills could be resumed when the joint I ommittee had reported,the amendment was withdrawn and the bills were read a second time, at,d ordered to be referred to a. joint committee of both Houses. Hump. RULE ALL ROUND. Dr. Clark, on the order for Supply, moved a resolution in favour of devolving upon the representatives of England, Ireland, Scotland, and Wales respectively the management and control of their domestic affairs. Mr. S. Evans having seconded the motion, Mr. Somervell was speaking against it when the House was counted out. "
3061,226,art0071,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1881-02-26,1881,2,26,"Brighouse, West Yorkshire, England",183,0.9906,liberal,1d,"AUTOMATIC STENOGRAPHY.  An interesting trial of a new stenographic raachine has been made in the French Chamber in the presence of M. Gambetta and a number of other officials and members. The mechanism, which is an Italian invention, is worked by a kind of keyboard similar to that of a small piano, and the stenographic signs, not unlike those used in the ordinary French shorthand, are automatically printed on a continuous ribbon of paper. The signs registered of course represent sounds, irrespective of spelling, and the machine can be used by a person unacquainted with the language spoken. The daughter of the inventor worked the machine successfully, taking down a speech read at the average speed in Italian, and one read in French by M. Gambetta, she being ignorant of the latter language. A comparison between the speed of the machine and that of the shorthand writers of the Chamber proved favourable to the former. Further experiments will be made with a view to a possible adoption of the apparatus, which iaialready in use in the Italian Chambers. "
3061,821,art0028,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1886-08-21,1886,8,21,"Brighouse, West Yorkshire, England",584,0.9713,liberal,½ d<SEP>1d,"RECEIPTS.  The treasurer reported that he had received during the month for sohool fees and books sold the sum Df £l9 S. 31. ; and from the overseer's, as third insialment of the year's precept, the sum of £lOO ; total, £ll9 S. 31, This was all the business transacted.  ESTABLISHED NEARLY 50 YEARS.—White'A Celebrated Moe-Main Trusses, Single trusses, from 10s. ; Double Trusses, from Hs. Sent free from observation and post free.  WHITE'S MOC-MAIN LEVER TRUSS is the most effective invention for the treatment of Hernia. The use of a steel spring, so hurtful in its effects is avoided, a soft bandage being worn round the body, while the requisite resisting power is supplied by the Moc-Main Pad and Patent Lever, fitting with so much ease and closeness that it cannot be detected. Send for descriptive circular, with testimonials and prices, to J. White and Co. (Limited) 228, Piccadilly, London. Do not by of Chemists, who often sell an natTaTion of our Moo-Main. J. White and Co. hare not any agents.  IMPERIAL PARLIAMENT.-THURSDAY.  Par:iament re-assembled on Thursday, and the Queen's Speech was read by Commission. It was a most formal document, merely alluding to the change of Government brought about by the verdict of the country on Home Rule, and urging Parliament to use expedition in completing the Supplies for the year. The after-proceedings were, however. some what more important. In the House of Lords, Earl Granville, and in the Commons Mr. Gladstone, asked for a statement of the views of the Government, especially upon the subject of Ireland. Both statesmen pointed out that, although strong demands had been made upon the late Government by the present Ministry for repressive measures, they themselves did not now propose anything of the kind. Mr. Gladstone especiall% noted this as a gratifying feature of the situation. He also alluded to the grave doubts -xpressed as to the ability of the Irish farmers to pay rents during the coming winter, and expressed the opinion that Parliaemnt and the country ought not to be left till next January or February without any explanation being given of the course which the Government proposed to take. In reply, Lord Salisbury and Lord R. Churchill announced that it was proposed to despatch Sir Redvers Buller to the south and west of Ireland, where outrage most prevails, armed with absolute control over the police and military, and with full powers to reduce the district to order. With reference to rents and other questions relating to the land, a Royal Commission is to conduct an inquiry during the winter, but the Government will enforce rents. A smaller Co-- mission is also to consider the feasibility of developing the resources of the country. Both Ministers concluded their speeches with a declaration that they regarded the decision of the constituencies to uphold the Union as irrevocable. In the Lords, the Address in reply to the Queen's Speech was adopted. In the Commons, Lord R. Churchill's announcements drew protests from one after another of the Irish members, and the debate had to be adjourned. Previous to thedebate on the Address Lord Rando!ph announced that the Government would demand the full time of the House for the purposes of Supply. On the renewal of the Standing Orders, Mr. Bradlaugh took a division against the rule forbidding Peers to take part in elections, but was opposed by Mr. Gladstone, and his amendment was rejected by a large majority. "
3061,514,art0083,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1892-05-14,1892,5,14,"Brighouse, West Yorkshire, England",1699,0.9856,liberal,½ d<SEP>1d,"THE CAPTURE OF TAMBI.  The British and African Steam Navigation Corn. pany's steamer Loanda, which has arrived in the Mersey from t.le West Coat of Africa, brings particulars of the capture of Tambi. When the news was first received at Freetown of the reverse to the British arms then was naturally much excitement in the settlement. The avenging force consisted of about 550 of the 2nd West India Regiment, under Colonel Ellis, about 150 Frontier Police, and about 400 Friendlies. The Frier.dlies were led by Captain Lendy, an English officer, and, together with the police, were told off to attack the northern part of the stockade. The West India Regiment had the most difficult task, and commenced the attack. Altogether the force had with them one or two Maxim guns, two seven-pounders, and a number of rockets. The enemy at first appeared to be very numerous inside the stockade, and returned the fire in a very brisk manner. In about an hour the reply became less vigorous. The attacking forces continued to advance against the stronghold. The Friendlies on the north side were also very busy, but the force of the defenders was mainly centred on the West India men. Lieutenant Boileau, R.E., was the first to lead his men into the stockade, and in a few moments the West India troops rushed the South Gate and also entered the stronghold. It was then seen that the structure was a most forniidable one, chiefly built of extremely hard wood, each piece about a foot in thickness. The stockade wan circular in shape, and inside were two walls of wood, as well as here and there entrenchments to assist the defenders. The enemy fought with much spirit, but when they became aware of the flank movement of the police and the Friendlies, which threatened to cut off all possibility of retreat, most of them left the stockade and forded the liver, leaving but a couple of hundred men inside the stronghold. When the latter saw the rapid approach of the English force the majority of them also beat a retreat in the same direction. Many of their comrades had fallen in defending the place, and when the British troops entered they were confronted by numbers of corpses lying at their posts. The attention of the victors was then directed to the fugitives, many of whom were fording the river in their flight, and in this position formed targets for the British rifles. It was estimated that close on a hundred of the enemy were killed either in the stockade or by being shot in the river while attempting to escape. On the British side two of the West India Regiment received mortal wounds, and several others were shot, but their injuries were not serious. The steckade was razed to the ground, and then the Friendlies, whose enthusiasm was most exuberantly manifested, scoured the country in every direction in pursuit of the enemy. They captured a number of women and children, and these, it is said, they were allowed to keep as their prizes or slaves. The wounded, with one exception, were brought down to Sierra Leone, as the man's condition was too serious to admit of his removal. The other man, who was so badly injured, died in the hospital at Sierra Leone, a short time after his admission. The officers, who were all white, led their men in a most gallant fashion. Colonel Ellis, of the West India Regiment, directed the operations in person. Two of the Royal Engineers blew up the gate with guncotton right in the teeth of the enemy. Their action was most brave, and after the explosion one of them was struck and seriously wounded by ' a huge splinter.  THEFT BY A PARCEL-POST GUARD.  At Bow-street, on Friday, Thomas Embleton was charged with stealing a florin, the property of the Postmaster General.—Prisoner was guard of the Parcels Post van running between London and Oxford. In consequence of complaints a test parcel was made up on Wednesday night. It contai-i;d, among other things, some marked money. When the parcel was delivered to the gentleman to whom it was at:dressed at Oxford, it was found that during its transit a marked florin had been abstracted. It was afterwards ascertained that tiscner had changed this coin at a butcher's shop It Oxford. When spoken to he admitted his guile. isoner was committed for trial.  7 THE ANARCHIST TRIAL. At the Central Criminal Court, on Friday, the trial of David John Nicoll and Charles Wilfred Mewbrav, for inciting and encouraging persons to murder the Home Secretary, Mr. Justice Hawkins, and Inspector Melville, was commenced. The Attorney-General, Mr. Fulton, Q.C., and Mr. Horace Avery, prosecuted; and Mr. J. P. Grain and Mr. Burnie defended Mowbray. In the article complained of, which appeared in the Commonweal of April 9th, the Home Secretary was described as a Jesuitical monster who murdered men for taking a few head of game, while Mr. Justice Hawkins was said to be a hyena who I rreyed upon bodies of hanged men, and he was also called a barbarous brute. The article went on, ""shoot us down as you did the strikers at Fourmies, and then be surprised if your houses are shattered with dynamite, and if the people shrink from the companionship of officials of the law as 'dangerous company.'"" ""Justice has been done,"" it proceeded. ""Has it, gentlemen of the middle classes i' "" Then It went on, ""Justice! It may be! Perhaps, too, it will be just when the oppressed strike back at you without ruth and mercy; only don't whine for pity in these days, for it will be useless."" Nicoll was further indicted for inciting persons to murder other persons unknown. The defendants pleaded not guilty. The Attorney-General, in opening the case for the prosecution, said that he was not instructed as to whether the prisoners carried on any trade or handicraft,apart from their connection with a paper called the Commonweal. Nicoll, however, was the registered proprietor of the paper,and Mowbray was the publisher. The facts were very simple; but it was necessary for him to go back to dates prior to the 9th April. They had nothing to do with the political opinions of the prisoners. The jury would remember the Anarchist trials at Walsall. The men there were found in possession of diabolical instruments, and they were convicted. In this paper these men were they up as brave fellows, and as worthy of general approbation. Counsel quoted a number of the articles, and said the paper hasl 11 preached doctrines which any right-thinking mll who had any respect for law and order must repr ' bate as being in the highest degree wicked an dangerous. There were also directions amply sufficient to enable persons to provide and preparb explosives and bombs if they desired to use them. , It might be said that the article was written in a . moment of indignation, but this would not apply to the speech of which complaint was made,and which was spoken in Hyde Park on the 10th of April. Evidence was then given as to the publication ot the paper, and also that in the issue of the 16th of April the name of Mowbray had disappeared as the publisher, and that of Nicoll had been substituted. Detective Sweeney deposed to Nicoll being a regular attendant at meetings of anarchists held in South-place and other localities. He (the witness) was present at the Hyde Park meeting on the 10th • of April, when Nicoll spoke of Mr. Justice Hawkins as ""Butcher Hawkins,"" and urged his comrades to 1 strike back. The witness was present at the trial I of the Walsall Anarchists.  Police-constable Robert Powell gave corroborative evidence. He heard Nicoll allude to Mr. Justice Hawkins as ""Hangman Hawkins."" Evidence of arrest having been given, Nicoll said: My lord, I should like to say that while 1 was in the cell a gentleman came to me, and asked me if I would care to write to my friends. He sympathised with me, and I did write, my lord; that letter was never delivered, but is used in evidence against me to-day. A statement made by Nicoll at the police-court was here put in. He admitted writing the article, but did not mean to incite anyone to crime. He wrote under strong feeling, and in similar circumstances would do so again. A portion of an article written by Nicoll, but not printed, was also handed in. The writer said, ""If they were to receive six months' imprisonment for stating that Hawkins and Matthews were unfit to live they must endure it, but if all poisons who thought so were to be treated similarly it would be a long job, for that name was legion."" Mr. Grain addressed the court on behad 011 Mowbray, and the Attorney-General replied. The Lord Chief Justice summed up, and the Jury returned a verdict of guilty against Nicoll on two counts, and found Mowbray not guilty. His lordship, a Idressing Nicoll, said he had, during the trial, conducted himself well, and had sliewn considerable education and force of character. But he had been guilty of a very grievous offence indeed. Suppose any h)t-headed persons had taken the advice that was given in the articles,they would have been morally guilty of murder. It was possible that Nicoll acted in hot blood, without considering the very grave consequences of what he wrote. He hoped the prisoner would believe that what he had said about the mistake and folly of his conduct was sincere. If he desired to amend things he was going the wrong way about it. He was setting all right-thinking men against him, makint them harsh instead of favourable judges, and turning away sympathy from what might justly be regarded as wrongs. For the sake of the law, and that others should not be encouraged to think they could do these things with impunity, he must pass a sentence of 18 months' imprisonment, with hard labour. Nicoll wa3 then removed to the cells, and Mowbray was liberated. "
3061,1015,art0031,Brighouse & Rastrick Gazette.,British Library Living with Machines Project,1892-10-15,1892,10,15,"Brighouse, West Yorkshire, England",170,0.9637,liberal,½ d<SEP>1d,"(From July.)  CLEIMYIAN ""Mistakes ""—Clerical errors.  IN DOUBLE HARNESS.—EIIa: ""Look, papa, did you ever see such an extraordinary way of walking? —he's all on one side.""—Dad: ""H'in, married man with a short wife, I suppose !"" ALL SHREWS.—She: ""Ali! marriage confers such peace of mind.""—He: ""Yes, I know most married men are for ever getting it from their wives.""— She : ""What, pray ? ""—He : ""Piece of mind!""  HEREDITY. —Admiring neighbour: ""Do you think the pretty pet is going to be like his father ?"" Fond mother: ""I shouldn't be at all surprised. He keeps me up every night, as it is, and is fractioue in the morning.""  CHARACTEILISTIC .—English tourist: ""Is there any mad on the other side of the lock, my girl ?"" Sonsie lassie (in charge of ferry-boat): English tourist: ""ls there anything in particular to be seen ? ""—Sonsie lassie : ""Nae.""—English tourist (inspired): ""Is there an inn ?""—Sonsie lassie: ""Nae.""—English tourist: ""Then, what do people go across for ?""—Sonsie lassie: ""Twa bawbees."" "
3064,128,art0020,The Halifax Comet.,British Library Living with Machines Project,1899-01-28,1899,1,28,"Halifax, West Yorkshire, England",15,0.9733,,,"'HOW TO CUT LADIES' SKIRTS' (without patterns), ''  OF ALL STATIONERS,  PRICE 1/ OR OF "
3065,224,art0160,The Haslingden Gazette.,British Library Living with Machines Project,1912-02-24,1912,2,24,"Haslingden, Lancashire, England",8,0.9488,conservative,1d,"3-Ib. SUGAR at PER  above, we will sell "
